rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,gaia_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_angsep,pl_orbtper,pl_orblper,pl_rvamp,pl_eqt,pl_insol,pl_massj,pl_msinij,pl_masse,pl_msinie,pl_bmasse,pl_rade,pl_rads,pl_trandep,pl_trandur,pl_tranmid,pl_tsystemref,pl_imppar,pl_occdep,pl_ratdor,pl_ratror,pl_def_reflink,pl_disc,pl_disc_reflink,pl_locale,pl_facility,pl_telescope,pl_instrument,pl_status,pl_mnum,pl_st_npar,pl_st_nref,pl_pelink,pl_edelink,pl_publ_date,hd_name,hip_name,st_rah,st_glon,st_glat,st_elon,st_elat,st_plx,gaia_plx,st_pmra,st_pmdec,st_pm,gaia_pmra,gaia_pmdec,gaia_pm,st_radv,st_sp,st_spstr,st_logg,st_lum,st_dens,st_metfe,st_metratio,st_age,st_vsini,st_acts,st_actr,st_actlx,swasp_id,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,st_uj,st_vj,st_bj,st_rc,st_ic,st_j,st_h,st_k,st_wise1,st_wise2,st_wise3,st_wise4,st_irac1,st_irac2,st_irac3,st_irac4,st_mips1,st_mips2,st_mips3,st_iras1,st_iras2,st_iras3,st_iras4,st_photn,st_umbj,st_bmvj,st_vjmic,st_vjmrc,st_jmh2,st_hmk2,st_jmk2,st_bmy,st_m1,st_c1,st_colorn
3756,MOA-2010-BLG-353L,b,MOA-2010-BLG-353L b,Microlensing,0,1,,1.72,,,0.27,Mass,,,0,0,0,0,18h05m12.94s,271.303917,-27d17m35.6s,-27.293233,6430,,,,,,0.18,,6/9/16,0,0,0,0,0,0,2.68E-01,,,,,,0.27,,85.8141,,85.8141,,,,,,,,,,,<a refstr=RATTENBURY_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.454..946R/abstract target=ref>Rattenbury et al. 2015</a>,2015,<a refstr=RATTENBURY_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.454..946R/abstract target=ref>Rattenbury et al. 2015</a>,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3,0,6,4,http://exoplanet.eu/catalog/moa-2010-blg-353l_b/,,2015-11,,,18.08692778,3.597801,-2.903537,271.161366,-3.859199,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0
3757,MOA-2010-BLG-477L,b,MOA-2010-BLG-477L b,Microlensing,0,1,,2,,,1.5,Mass,,,0,0,0,0,18h06m07.44s,271.531006,-31d27m16.1s,-31.454477,2300,,,,,5950,0.67,,10/29/14,0,0,0,0,0,0,8.70E-01,,,,,,1.5,,476.7,,476.7,,,,,,,,,,,<a refstr=BACHELET_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...754...73B/abstract target=ref> Bachelet et al. 2012 </a>,2012,<a refstr=BACHELET_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...754...73B/abstract target=ref> Bachelet et al. 2012 </a>,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3,0,4,5,http://exoplanet.eu/catalog/moa-2010-blg-477l_b/,http://exoplanets.org/detail/MOA-2010-BLG-477L_b,2012-07,,,18.10206706,0.045935,-5.094955,271.318899,-8.022195,,,,,,,,,,,,,,,,,,,,,,,19,19,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0
3758,MOA-2011-BLG-028L,b,MOA-2011-BLG-028L b,Microlensing,0,1,,4.14,,,0.09439,Mass,,,0,0,0,0,18h03m24.96s,270.854,-29d12m48.3s,-29.213417,7380,,,,,,0.75,,3/24/16,0,0,0,0,0,0,5.61E-01,,,,,,0.09439,,30,,30,,,,,,,,,,,<a refstr=SKOWRON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820....4S/abstract target=ref>Skowron et al. 2016</a>,2016,<a refstr=SKOWRON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820....4S/abstract target=ref>Skowron et al. 2016</a>,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3,0,3,5,http://exoplanet.eu/catalog/moa-2011-blg-028l_b/,,2016-03,,,18.05693333,1.725752,-3.495602,270.749176,-5.776346,,,,,,,,,,,,,,,,,,,,,,,5,5,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0
3759,MOA-2011-BLG-262L,b,MOA-2011-BLG-262L b,Microlensing,0,1,,0.95,,,0.05349,Mass,,,0,0,0,1,18h00m23.48s,270.097833,-31d14m42.9s,-31.245258,7000,,,,,,0.12,,3/19/20,0,0,0,0,0,0,1.36E-01,,,,,,0.05349,,17,,17,,,,,,,,,,,<a refstr=BENNETT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...785..155B/abstract target=ref>Bennett et al. 2014</a>,2014,<a refstr=BENNETT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...785..155B/abstract target=ref>Bennett et al. 2014</a>,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3,0,3,4,http://exoplanet.eu/catalog/moa-2011-blg-262l_b/,,2014-04,,,18.00652222,359.630583,-3.924346,270.084425,-7.805996,,,,,,,,,,,,,,,,,,,,,,,9,9,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0
3760,MOA-2011-BLG-291L,b,MOA-2011-BLG-291L b,Microlensing,0,1,,0.69,,,0.05663,Mass,,,0,0,0,0,17h55m28.29s,268.867889,-29d10m14.4s,-29.170666,4400,,,,,,0.15,,11/29/18,0,0,0,0,0,0,1.57E-01,,,,,,0.05663,,18,,18,,,,,,,,,,,<a refstr=BENNETT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..113B/abstract target=ref>Bennett et al. 2018</a>,2018,<a refstr=BENNETT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..113B/abstract target=ref>Bennett et al. 2018</a>,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3,0,3,2,http://exoplanet.eu/catalog/moa-2011-blg-291_b/,,,,,17.92452596,0.901438,-1.969138,269.006515,-5.735279,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0
3761,MOA-2011-BLG-293L,b,MOA-2011-BLG-293L b,Microlensing,0,1,,1.1,,,4.8,Mass,,,0,0,0,0,17h55m39.35s,268.913958,-28d28m36.6s,-28.476847,7720,,,,,,0.86,,5/14/14,0,0,0,0,0,0,1.42E-01,,,,,,4.8,,1525.5,,1525.5,,,,,,,,,,,<a refstr=BATISTA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...780...54B/abstract target=ref> Batista et al. 2014 </a>,2012,<a refstr=YEE_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...755..102Y/abstract target=ref> Yee et al. 2012 </a>,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3,0,10,5,http://exoplanet.eu/catalog/moa-2011-blg-293l_b/,http://exoplanets.org/detail/MOA-2011-BLG-293L_b,2012-08,,,17.92759722,1.521595,-1.654804,269.041664,-5.041169,,,,,,,,,,,,,,,,,,,,,,,5,5,0,0,0,3,0,,,,,,,19.16,,,,,,,,,,,,,,,,,1,,,,,,,,,,,0
3762,MOA-2011-BLG-322L,b,MOA-2011-BLG-322L b,Microlensing,0,1,,4.3,,,11.6,Mass,,,0,0,0,0,18h04m53.60s,271.223333,-27d13m15.4s,-27.220944,7560,,,,,,0.39,,5/14/14,0,0,0,0,0,0,5.69E-01,,,,,,11.6,,3686.7,,3686.7,,,,,,,,,,,<a refstr=SHVARTZVALD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.439..604S/abstract target=ref> Shvartzvald et al. 2014 </a>,2013,<a refstr=SHVARTZVALD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.439..604S/abstract target=ref> Shvartzvald et al. 2014 </a>,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3,0,3,4,http://exoplanet.eu/catalog/moa-2011-blg-322l_b/,,2014-03,,,18.08155556,3.625988,-2.805737,271.090211,-3.786283,,,,,,,,,,,,,,,,,,,,,,,3,3,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0
3763,MOA-2012-BLG-006L,b,MOA-2012-BLG-006L b,Microlensing,0,1,,10.2,,,8.4,Mass,,,0,0,0,0,18h01m46.31s,270.442963,-29d06m31.6s,-29.108778,5300,,,,,,0.49,,9/15/17,0,0,0,0,0,0,1.93E+00,,,,,,8.4,,2669.772,,2669.772,,,,,,,,,,,<a refstr=POLESKI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...604A.103P/abstract target=ref>Poleski et al. 2017</a>,2017,<a refstr=POLESKI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...604A.103P/abstract target=ref>Poleski et al. 2017</a>,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,3,0,3,5,http://exoplanet.eu/catalog/moa-2012-blg-006_b/,,,,,18.02953084,1.640639,-3.131505,270.388917,-5.670085,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0
3764,MOA-2012-BLG-505L,b,MOA-2012-BLG-505L b,Microlensing,0,1,,0.9,,,0.02108,Mass,,,0,0,0,0,17h52m34.34s,268.143097,-32d02m24.3s,-32.040092,7210,,,,,,0.1,,6/22/17,0,0,0,0,0,0,1.25E-01,,,,,,0.02108,,6.7,,6.7,,,,,,,,,,,<a refstr=NAGAKANE_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154...35N/abstract target=ref>Nagakane et al. 2017</a>,2017,<a refstr=NAGAKANE_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154...35N/abstract target=ref>Nagakane et al. 2017</a>,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3,0,3,4,http://exoplanet.eu/catalog/moa-2012-blg-505l_b/,,,,,17.87620646,358.107512,-2.880582,268.408074,-8.611062,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0
3765,MOA-2013-BLG-605L,b,MOA-2013-BLG-605L b,Microlensing,0,1,,0.94,,,0.01007,Mass,,,0,0,0,0,17h58m42.85s,269.678542,-29d23m53.7s,-29.398239,,,,,,,0.03,,5/19/16,0,0,0,0,0,0,,,,,,,0.01007,,3.2,,3.2,,,,,,,,,,,<a refstr=SUMI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...825..112S/abstract target=ref>Sumi et al. 2016</a>,2016,<a refstr=SUMI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...825..112S/abstract target=ref>Sumi et al. 2016</a>,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3,0,9,5,http://exoplanet.eu/catalog/moa-2013-blg-605l_b/,,,,,17.97856944,1.058336,-2.695177,269.718415,-5.959262,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0
3766,MOA-2015-BLG-337L,b,MOA-2015-BLG-337L b,Microlensing,0,1,,0.24,,,0.10603,Mass,,,0,0,0,0,18h07m47.69s,271.9487,-28d10m13.0s,-28.170279,7100,,,,,,0.01,,11/8/18,0,0,0,0,0,0,3.38E-02,,,,,,0.10603,,33.7,,33.7,,,,,,,,,,,<a refstr=MIYAZAKI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..136M/abstract target=ref>Miyazaki et al. 2018</a>,2018,<a refstr=MIYAZAKI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..136M/abstract target=ref>Miyazaki et al. 2018</a>,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3,0,3,4,,,,,,18.12991333,3.106873,-3.828062,271.723703,-4.742647,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0
3767,MOA-2016-BLG-227L,b,MOA-2016-BLG-227L b,Microlensing,0,1,,1.67,,,2.8,Mass,,,0,0,0,1,18h05m53.70s,271.473755,-27d42m51.4s,-27.714287,6500,,,,,,0.29,,5/18/17,0,0,0,0,0,0,2.57E-01,,,,,,2.8,,889.924,,889.924,,,,,,,,,,,<a refstr=KOSHIMOTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....3K/abstract target=ref>Koshimoto et al. 2017</a>,2017,<a refstr=KOSHIMOTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....3K/abstract target=ref>Koshimoto et al. 2017</a>,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3,0,3,4,http://exoplanet.eu/catalog/moa-2016-blg-227l_b/,,,,,18.09825033,3.302945,-3.240122,271.308303,-4.281688,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0
3768,MOA-2016-BLG-319L,b,MOA-2016-BLG-319L b,Microlensing,0,1,,0.95,,,0.62,Mass,,,0,0,0,0,17h54m58.13s,268.742218,-29d45m01.7s,-29.750463,6800,,,,,,0.15,,11/29/18,0,0,0,0,0,0,1.40E-01,,,,,,0.62,,197.0546,,197.0546,,,,,,,,,,,<a refstr=HAN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..226H/abstract target=ref>Han et al. 2018</a>,2018,<a refstr=HAN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..226H/abstract target=ref>Han et al. 2018</a>,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3,0,3,3,http://exoplanet.eu/catalog/moa-2016-blg-319l_b/,,,,,17.91614787,0.345074,-2.166621,268.901353,-6.315969,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0
3769,MOA-bin-1L,b,MOA-bin-1L b,Microlensing,0,1,,8.3,,,3.7,Mass,,,0,0,0,0,17h27m10.20s,261.7925,-29d47m38.3s,-29.793972,5100,,,,,,0.75,,5/14/14,0,0,0,0,0,0,1.63E+00,,,,,,3.7,,1175.9,,1175.9,,,,,,,,,,,<a refstr=BENNETT_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...757..119B/abstract target=ref> Bennett et al. 2012 </a>,2012,<a refstr=BENNETT_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...757..119B/abstract target=ref> Bennett et al. 2012 </a>,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3,0,3,4,http://exoplanet.eu/catalog/moa-bin-1_b/,http://exoplanets.org/detail/MOA-bin-1L_b,2012-10,,,17.45283333,357.113009,2.926684,262.836311,-6.558553,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0
3770,MOA-bin-29,b,MOA-bin-29 b,Microlensing,0,1,,0.48,,,0.6,Mass,,,0,0,0,1,17h57m30.23s,269.375958,-29d44m11.63s,-29.736564,7120,,,,,,0.03,,11/7/19,0,0,0,0,0,0,6.74E-02,,,,,,0.6,,190.698,,190.698,,,,,,,,,,,<a refstr=KONDO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190501239K/abstract target=ref>Kondo et al. 2019</a>,2019,<a refstr=KONDO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190501239K/abstract target=ref>Kondo et al. 2019</a>,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3,0,3,2,http://exoplanet.eu/catalog/moa-bin-29_b/,,2019-11,,,17.95839722,0.633398,-2.635642,269.454847,-6.298454,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0
3771,MXB 1658-298,b,MXB 1658-298 b,Eclipse Timing Variations,0,1,760,1.613,,,23.7,Mass,,,0,0,0,1,17h02m06.54s,255.527252,-29d56m44.1s,-29.945583,,,,,,,1.98,,7/27/17,0,0,0,0,0,1,,,,,,,23.7,,7532.571,,7532.571,,,,,,,,,,,<a refstr=JAIN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.468L.118J/abstract target=ref>Jain et al. 2017</a>,2017,<a refstr=JAIN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.468L.118J/abstract target=ref>Jain et al. 2017</a>,Space,Multiple Observatories,Multiple Telescopes,Multiple Instruments,3,0,4,5,,,,,,17.03515015,353.827096,7.265577,257.393943,-7.137446,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0
3772,NGC 2682 Sand 364,b,NGC 2682 Sand 364 b,Radial Velocity,0,1,121.71,0.53,0.35,,6.69,Msini,,,0,0,0,0,08h49m56.82s,132.48676,+11d41m32.9s,11.692484,837.03,837.03,9.8,V (Johnson),9.404,4284,9.06,39.59,9/6/18,0,1,0,0,0,0,6.33E-01,,,67.4,,,,6.69,,2126.2827,2126.2827,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2014,<a refstr=BRUCALASSI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...561L...9B/abstract target=ref> Brucalassi et al. 2014 </a>,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,3,0,34,11,http://exoplanet.eu/catalog/sand_364_b/,http://exoplanets.org/detail/M_67_SAND_364_b,2014-01,,,8.83245067,215.6477,31.550595,131.668912,-5.814695,1.19,1.19,-8.7,-4.5,9.8,-10.7,-2.8,11.1,33.22,5.3,K3 III,2.2,,,-0.02,[Fe/H],,,,,,,0,0,0,0,0,3,0,,9.8,11.249,,,7.542,6.915,6.693,6.695,6.778,6.705,6.597,,,,,,,,,,,,15,,1.634,,,0.627,0.222,0.849,,,,5
3773,NGC 2682 Sand 978,b,NGC 2682 Sand 978 b,Radial Velocity,0,1,511.21,,0.16,,2.18,Msini,,,0,0,0,0,08h51m17.48s,132.82283,+11d45m22.7s,11.756299,842.01,842.01,9.71,V (Johnson),9.253,4200,1.37,,3/30/17,0,1,0,0,0,0,,2456135.92,291.68,45.48,,,,2.18,,692.8694,692.8694,,,,,,JD,,,,,<a refstr=BRUCALASSI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...603A..85B/abstract target=ref>Brucalassi et al. 2017</a>,2017,<a refstr=BRUCALASSI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...603A..85B/abstract target=ref>Brucalassi et al. 2017</a>,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,3,0,12,8,,,,,,8.85485535,215.741745,31.876097,131.96989,-5.66413,1.19,1.19,-11,-2.8,11.3,-11,-2.8,11.3,34.57,5.4,K4 III,1.8,,,,,,,,,,,0,0,0,0,0,3,0,,9.71,,,,7.325,6.683,6.494,6.383,6.508,6.448,6.296,,,,,,,,,,,,9,,1.37,,,0.642,0.189,0.831,,,,4
3774,NGC 2682 YBP 1194,b,NGC 2682 YBP 1194 b,Radial Velocity,0,1,6.959,,0.3,,0.32,Msini,,,0,0,0,0,08h51m00.81s,132.753364,+11d48m52.8s,11.814655,895.73,895.73,14.6,V (Johnson),14.467,5780,1.01,,7/7/16,0,1,0,0,0,0,,2455289.98,99.36,35.8,,,,0.32,,101.7056,101.7056,,,,,,JD,,,,,<a refstr=BRUCALASSI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...592L...1B/abstract target=ref>Brucalassi et al. 2016</a>,2014,<a refstr=BRUCALASSI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...561L...9B/abstract target=ref> Brucalassi et al. 2014 </a>,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,3,0,33,7,http://exoplanet.eu/catalog/ybp1194_b/,http://exoplanets.org/detail/M_67_YBP_1194_b,2014-01,,,8.85022427,215.645827,31.838782,131.888202,-5.62643,1.12,1.12,-10.9,-2.8,11.2,-10.9,-2.8,11.2,34.19,4.5,G5 V,4.44,,,,,,,,,,,0,0,0,0,0,3,0,,14.6,,,,13.366,13.041,12.965,12.971,13.029,11.87,8.528,,,,,,,,,,,,10,,0.626,,,0.325,0.076,0.401,,,,4
3775,NGC 2682 YBP 1514,b,NGC 2682 YBP 1514 b,Radial Velocity,0,1,5.118,,0.28,,0.4,Msini,,,0,0,0,0,08h51m00.77s,132.753193,+11d53m11.5s,11.88653,939.38,939.38,14.77,V (Johnson),14.62,5725,0.96,,7/7/16,0,1,0,0,0,0,,2455986.3,327.33,50.06,,,,0.4,,127.132,127.132,,,,,,JD,,,,,<a refstr=BRUCALASSI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...592L...1B/abstract target=ref>Brucalassi et al. 2016</a>,2014,<a refstr=BRUCALASSI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...561L...9B/abstract target=ref> Brucalassi et al. 2014 </a>,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,3,0,33,7,http://exoplanet.eu/catalog/ybp1514_b/,http://exoplanets.org/detail/M_67_YBP_1514_b,2014-01,,,8.85021287,215.568879,31.868684,131.868446,-5.557297,1.06,1.06,-10.8,-2.9,11.2,-10.8,-2.9,11.2,34.06,4.5,G5 V,4.57,,,,,,,,,,,0,0,0,0,0,3,0,,14.77,,,,13.474,13.157,13.105,13.066,13.133,12.226,8.84,,,,,,,,,,,,10,,0.68,,,0.317,0.052,0.369,,,,4
3776,NGC 2682 YBP 401,b,NGC 2682 YBP 401 b,Radial Velocity,0,1,4.087,,0.15,,0.46,Msini,,,0,0,0,0,08h51m19.05s,132.82936,+11d40m15.7s,11.67102,851.36,851.36,13.7,V (Johnson),13.589,6165,1.14,,7/7/16,0,1,0,0,0,0,,2455974.3,330.17,49.06,,,,0.46,,146.2018,146.2018,,,,,,JD,,,,,<a refstr=BRUCALASSI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...592L...1B/abstract target=ref>Brucalassi et al. 2016</a>,2016,<a refstr=BRUCALASSI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...592L...1B/abstract target=ref>Brucalassi et al. 2016</a>,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,3,0,21,6,http://exoplanet.eu/catalog/ybp401_b/,,,,,8.85529067,215.836051,31.846132,131.999364,-5.744462,1.17,1.17,-11.1,-2.9,11.5,-11.1,-2.9,11.5,33.18,3.9,F9 V,4.3,,,,,,,,,,,0,0,0,0,0,3,0,,13.7,,,,12.638,12.376,12.337,12.284,12.312,11.877,8.453,,,,,,,,,,,,9,,0.607,,,0.262,0.039,0.301,,,,4
3777,NGTS-1,b,NGTS-1 b,Transit,0,1,2.647298,0.0326,0.016,85.27,0.812,Mass,1.33,0.42,0,0,0,0,05h30m51.45s,82.714378,-36d37m50.8s,-36.630787,224,219.5,15.524,V (Johnson),14.866,3916,0.62,0.57,11/9/17,1,1,0,0,0,0,1.45E-01,,,166,790,65.3,0.812,,258.07796,,258.07796,14.908,0.137,,0.05125,2457720.659,BJD,0.9948,,12.2,0.239,<a refstr=BAYLISS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017arXiv171011099B/abstract target=ref>Bayliss et al. 2017</a>,2017,<a refstr=BAYLISS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017arXiv171011099B/abstract target=ref>Bayliss et al. 2017</a>,Ground,Paranal Observatory,20 cm Telescope,Andor Ikon-L Camera,3,0,24,6,http://exoplanet.eu/catalog/ngts-1_b/,,,,,5.51429189,241.19228,-31.200769,78.336261,-59.775435,,4.56,-32.9,-39.6,51.48,-31.9,-41,52,97.18,6,M0.5,4.71,,4.4,0,[M/H],,1,,,,,0,0,0,0,0,3,0,,15.524,16.912,,,12.702,12.058,11.936,11.81,11.772,11.75,8.833,,,,,,,,,,,,13,,1.388,,,0.644,0.122,0.766,,,,5
3778,NGTS-10,b,NGTS-10 b,Transit,0,1,0.7668944,0.0143,0,,2.162,Mass,1.205,1.43,0,0,0,0,06h07m29.3472s,91.87228,-25d35m41.6268s,-25.594896,324.7,324.7,14.34,V (Johnson),14.26,4600,0.7,0.7,3/19/20,1,1,0,0,0,0,4.40E-02,,,594.9,1332,,2.162,,687.14846,,687.14846,13.507,0.124,,0.0454583,2457518.844,HJD,0.8523,,4.447,0.1765,<a refstr=MCCORMAC_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190912424M/abstract target=ref>McCormac et al. 2019</a>,2020,<a refstr=MCCORMAC_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190912424M/abstract target=ref>McCormac et al. 2019</a>,Ground,Paranal Observatory,20 cm Telescope,Andor Ikon-L Camera,3,0,22,6,http://exoplanet.eu/catalog/ngts-10_b/,,2020-02,,,6.12481867,232.004556,-20.485096,92.575096,-49.017453,3.08,3.08,-2.323,10.527,10.78,-2.323,10.527,10.78,39.09,5.5,K5 V,4.59,,,-0.02,[M/H],10.4,4,,,,,0,0,0,0,0,0,0,,14.34,15.274,,,12.392,11.878,11.728,11.619,11.644,11.781,9.09,,,,,,,,,,,,13,,,,,0.514,0.15,0.664,,,,3
3779,NGTS-2,b,NGTS-2 b,Transit,0,1,4.511164,0.063,0,88.5,0.74,Mass,1.595,0.226,0,0,0,0,14h20m29.49s,215.122879,-31d12m07.5s,-31.20207,360.3,359.81,10.961,V (Johnson),10.86,6478,1.64,1.7,10/4/18,1,1,0,0,0,0,1.75E-01,,,65.8,1468,,0.74,,235.1942,,235.1942,17.878,0.164,,0.1937917,2457759.126,BJD,,,,0.09619,<a refstr=RAYNARD_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.tmp.2460R/abstract target=ref>Raynard et al. 2018</a>,2018,<a refstr=RAYNARD_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.tmp.2460R/abstract target=ref>Raynard et al. 2018</a>,Ground,Paranal Observatory,20 cm Telescope,Andor Ikon-L Camera,3,0,22,8,http://exoplanet.eu/catalog/ngts-2_b/,,,,,14.34152527,324.447638,27.922211,223.226072,-16.233927,,2.78,-21.736,-0.858,21.753,-21.736,-0.858,21.753,-26.36,3.5,F5 V,4.2,,0.477,-0.06,[Fe/H],2.17,15.2,,,,,0,0,0,0,0,0,0,,10.961,11.41,,,10.055,9.858,9.799,9.748,9.768,9.718,,,,,,,,,,,,,12,,,,,0.197,0.059,0.256,,,,3
